candidate_id,confidence_score,county_guess,category_guess,source_file,source_path,line_number,matched_terms,review_status,matched_line,context,created_at
candidate_00292,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,35070,public hearing,needs_human_review,"1094 (b) (i) present each proposed fee at a public hearing, subject to","1093 [(b) conduct a public hearing on any proposed regulatory fee and] 1094 (b) (i) present each proposed fee at a public hearing, subject to the requirements of 1095 Title 52, Chapter 4, Open and Public Meetings Act; and",2026-06-11T19:21:50
candidate_00293,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,35076,public hearing,needs_human_review,1097 on  the results of the public hearing;,"[regulatory] fee based [upon] Day 431032 HOUSE JOURNAL 1097 on  the results of the public hearing; 1098 (c) except as provided in Subsection (6), submit the fee schedule to the Legislature as",2026-06-11T19:21:50
candidate_00294,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,43858,public hearing,needs_human_review,H.B. 67 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer),Enacting Clause Stricken 1260 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Page Index 1281 House Bills H.B. 67 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer) Read the first time by short title and referred to the Rules Committee. 77 . . . . . . . . . Assigned to standing committee 89 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2026-06-11T19:21:50
candidate_00295,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,47540,public hearing,needs_human_review,"S.B. 65 −− AMENDMENTS TO PROPERTY TAX NOTICE, PUBLIC HEARING, AND","Circled 866 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Enacting Clause Stricken 1264 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . S.B. 65 −− AMENDMENTS TO PROPERTY TAX NOTICE, PUBLIC HEARING, AND RESOLUTION PROVISIONS (D. Stowell) Read the first time by short title and referred to Rules Committee 987 . . . . . . . . . . . .",2026-06-11T19:21:50
candidate_00296,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,48897,public hearing,needs_human_review,H.B. 67 Public Hearings on Property Tax Increases G. Froerer,House/ filed on 3/2/2009 Final Action Index 1403 H.B. 67 Public Hearings on Property Tax Increases G. Froerer Governor Signed on 3/24/2009 Effective Date:  1/1/2010,2026-06-11T19:21:50
candidate_00297,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,52693,nuisance,needs_human_review,NUISANCES,"NEWS AGENCIES Utah Public Notice Website Amendments, Urquhart, S. SB 208 (P). . . . . . . . . NUISANCES Migratory Bird Production Areas, Oda, C. HB 164 (P). . . . . . . . . . . . . . . . . . . . Protections for Agricultural Practices, Morley, M. HB 27 (P). . . . . . . . . . . . . . .",2026-06-11T19:21:50
candidate_00298,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,52999,public hearing,needs_human_review,"Amendments to Property Tax Notice, Public Hearing, and","PROPERTY TAX Amendments to Property Tax, Bramble, C. SB 210 (P). . . . . . . . . . . . . . . . . . . Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions, Stowell, D. SB 65 (P). . . . . . . . . . . . . . . . . . . . . . . . Certified Tax Rate Amendments, Hunsaker, F. HB 23 (P). . . . . . . . . . . . . . . . . .",2026-06-11T19:21:50
candidate_00299,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,53027,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . .","Property Tax Relief Programs, Froerer, G. HB 83 (F). . . . . . . . . . . . . . . . . . . . . Property Taxation and Registration of Aircraft, Madsen, M. SB 157 (P). . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . . Public School Funding, Harper, W. HB 229 (F). . . . . . . . . . . . . . . . . . . . . . . . . . School Property Tax Equalization Amendments, Morgan, K. SB 46 (F). . . . . .",2026-06-11T19:21:50
candidate_00300,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,53457,public hearing,needs_human_review,"Amendments to Property Tax Notice, Public Hearing, and","Subject Index1530 Amendments to Property Tax, Bramble, C. SB 210 (P). . . . . . . . . . . . . . . . . . . Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions, Stowell, D. SB 65 (P). . . . . . . . . . . . . . . . . . . . . . . . Amendments to Sales and Use Tax, Niederhauser, W. SB 189 (P). . . . . . . . . . .",2026-06-11T19:21:50
candidate_00301,10,Unknown,Public Concern / Needs Review,00004319.txt,archive/extracted_text/legacy/00004319.txt,53515,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . .","Property Tax Relief Programs, Froerer, G. HB 83 (F). . . . . . . . . . . . . . . . . . . . . Property Taxation and Registration of Aircraft, Madsen, M. SB 157 (P). . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . . Public School Funding, Harper, W. HB 229 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Redistribution of Sales and Use Tax Revenues, V alentine, J. SB 235 (P). . . . . .",2026-06-11T19:21:50
candidate_00302,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,2423,complaint; complaints,needs_human_review,hear cases at all levels of court.  We are already receiving complaints from lawyers,"three new trial judges and over forty new court clerks.  Instead, the combination of increased demand and decreased resources is profoundly affecting our ability to hear cases at all levels of court.  We are already receiving complaints from lawyers and members of the public about delays in processing cases, and frankly I sympathize with them.  Delays in the resolution of legal disputes have profound",2026-06-11T19:21:50
candidate_00303,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,5131,public hearing,needs_human_review,"The House passed, as amended, H.B. 67 , PUBLIC HEARINGS ON","* * * Mr. President: February 2, 2009 The House passed, as amended, H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by Representative G. Froerer, and it is transmitted for consideration; and",2026-06-11T19:21:50
candidate_00304,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,5757,public hearing,needs_human_review,H.B. 67 Public Hearings on Property Tax Increases,Revenue and Taxation Committee S.B. 157 Property Taxation of Aircraft (Sen. M. Madsen) H.B. 67 Public Hearings on Property Tax Increases (Rep. G. Froerer) (Sen. W. Niederhauser) H.B. 80 Study on Taxpayer Advocate Program (Rep. K. Grover),2026-06-11T19:21:50
candidate_00305,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,6947,public hearing,needs_human_review,"on H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by","REQUIREMENTS, by Representative F. Gibson; and The Revenue and Taxation Committee reports a favorable recommendation on H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by Representative G. Froerer; and Day 12224 SENATE JOURNAL",2026-06-11T19:21:50
candidate_00306,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,7810,nuisance,needs_human_review,48 { do }  not constitute a public nuisance under Subsection (1),"1. Page 2, Line 48: Day 15250 SENATE JOURNAL 48 { do }  not constitute a public nuisance under Subsection (1) [unless the agricultural operation has a 2. Page 4, Line 90:",2026-06-11T19:21:50
candidate_00307,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,9346,public hearing,needs_human_review,"On motion of Senator Jenkins, H.B. 67 , PUBLIC HEARINGS ON","Urquhart * * * On motion of Senator Jenkins, H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, was read the second time and circled. Day 17298 SENATE JOURNAL",2026-06-11T19:21:50
candidate_00308,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,11830,public hearing,needs_human_review,"PUBLIC HEARINGS ON PROPERTY TAX INCREASES, and it was before the","* * * On motion of Senator Niederhauser, the circle was removed from H.B. 67, PUBLIC HEARINGS ON PROPERTY TAX INCREASES, and it was before the Senate. Senator Niederhauser explained the bill. Senator Niederhauser proposed the following amendment:",2026-06-11T19:21:50
candidate_00309,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,12648,public hearing,needs_human_review,"S.B. 65 , Amendments to Property Tax Notice, Public Hearing, and","and placed on the Consent Calendar. INTRODUCTION OF BILLS S.B. 65 , Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions (D. Stowell), read the first time by short title and referred to the Rules Committee.",2026-06-11T19:21:50
candidate_00310,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,12698,public hearing,needs_human_review,"H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, was","returned to the House for the signature of the Speaker. * * * H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, was read the third time, explained by Senator Niederhauser, and passed on the following roll call:",2026-06-11T19:21:50
candidate_00311,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,13369,public hearing,needs_human_review,"PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by Representative","Representative T. Kiser, and it is transmitted for the signature of the President; and The House concurred in the Senate amendments and passed H.B. 67 , PUBLIC HEARINGS ON PROPERTY TAX INCREASES, by Representative G. Froerer, and it is transmitted for the signature of the President; and The House concurred in the Senate amendments and passed 1st Sub. H.B. 90,",2026-06-11T19:21:50
candidate_00312,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,13450,public hearing,needs_human_review,"S.B. 65 Amendments to Property Tax Notice, Public Hearing, and","Technology (Rep. P . Painter) (Sen. D. Hinkins) Revenue and Taxation Committee S.B. 65 Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions (Sen. D. Stowell) S.B. 189 Amendments to Sales and Use Tax",2026-06-11T19:21:50
candidate_00313,10,Unknown,Traffic / Haul Route,00004320.txt,archive/extracted_text/legacy/00004320.txt,20408,complaint,needs_human_review,"VIOLATION COMPLAINT PROCEDURES, by Representative W. Harper.","The Transportation and Public Utilities and Technology Committee reports a favorable recommendation on H.B. 202 , SCHOOL DISTRICT TRAFFIC VIOLATION COMPLAINT PROCEDURES, by Representative W. Harper. Kevin V an Tassell, Chair On motion of Senator Killpack, the committee reports were adopted.",2026-06-11T19:21:50
candidate_00314,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25567,public hearing,needs_human_review,"This bill coordinates with H.B. 67, Public Hearings on Property Tax","1. Page 1, Line 23 23 This bill provides revisor instructions. This bill coordinates with H.B. 67, Public Hearings on Property Tax Increases, and S.B. 208, Utah Public Notice Website Amendments, by providing substantive and technical amendments.",2026-06-11T19:21:50
candidate_00315,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25593,public hearing,needs_human_review,437 (A) before a taxing entity conducts a public hearing at,436 (i) be run once each week for the two weeks [preceding the adoption of the final ]: 437 (A) before a taxing entity conducts a public hearing at which the taxing entity’s annual  budget is Day 39784 SENATE JOURNAL,2026-06-11T19:21:50
candidate_00316,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25611,public hearing,needs_human_review,524 shall announce at that public hearing the scheduled time and place,"{[ } substantially { ] }  as follows: 9. Page 18, Line 524: 524 shall announce at that public hearing the scheduled time and place of the next public  { hearing } meeting  at 10. Page 18, Line 530:",2026-06-11T19:21:50
candidate_00317,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25623,public hearing,needs_human_review,"If this S.B. 65, H.B. 67, Public Hearings on Property Tax Increases,","Section 21. Coordinating S.B. 65 with H.B. 67 and S.B. 208 −− Substantive and technical amendments. If this S.B. 65, H.B. 67, Public Hearings on Property Tax Increases, and S.B. 208, Utah Public Notice Website, all pass, it is the intent of the Legislature that the Office of Legislative Research and General Counsel",2026-06-11T19:21:50
candidate_00318,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25658,public hearing,needs_human_review,(Aa) before a taxing entity conducts a public hearing at which the,"(I) except as provided in Subsection (6)(e)(ii),  be run once each week for the two weeks [preceding the adoption of the final ]: (Aa) before a taxing entity conducts a public hearing at which the taxing entity’s annual budget is discussed; and (Bb) if a calendar year taxing entity provides the notice described in",2026-06-11T19:21:50
candidate_00319,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25672,public hearing,needs_human_review,(Aa) before a taxing entity conducts a public hearing at which the taxing,(B) described in Subsection (6)(a)(ii) shall: (I) be published two weeks: (Aa) before a taxing entity conducts a public hearing at which the taxing Day 39786 SENATE JOURNAL entity’s annual budget is discussed; and,2026-06-11T19:21:50
candidate_00320,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25684,public hearing,needs_human_review,(ii) If a taxing entity’s public hearing information is published by the,"comments regarding any proposed increase and to explain the reasons for the proposed increase. (ii) If a taxing entity’s public hearing information is published by the county auditor in accordance with Section 59−2−919.2, the taxing entity is not subject to the requirement to run the advertisement twice, as",2026-06-11T19:21:50
candidate_00321,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25689,public hearing,needs_human_review,(A) before the taxing entity conducts a public hearing at which the taxing,"required by Subsection (6)(e)(i)(A), but shall run the advertisement once during the week: (A) before the taxing entity conducts a public hearing at which the taxing entity’s annual budget is discussed; and (B) if a calendar year taxing entity provides the notice described in",2026-06-11T19:21:50
candidate_00322,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25717,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax increase.,increase its property tax budgeted revenue by ___% above last year’s property tax budgeted revenue excluding new growth. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time),2026-06-11T19:21:50
candidate_00323,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25718,public hearing,needs_human_review,PUBLIC HEARING,property tax budgeted revenue excluding new growth. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time) Location: (name of meeting place and address of meeting place),2026-06-11T19:21:50
candidate_00324,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25749,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax increase.,(Name of taxing entity) property tax revenue from new growth and other sources will increase from $_______________ to $______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time),2026-06-11T19:21:50
candidate_00325,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25750,public hearing,needs_human_review,PUBLIC HEARING,sources will increase from $_______________ to $______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time) Location: (name of meeting place and address of meeting place),2026-06-11T19:21:50
candidate_00326,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25785,public hearing,needs_human_review,"“(ii) the date, time, and location of the public hearing described in","“advertisement”  with “notice”; (c) modify Subsection 59 −2−919.2(2)(b)(ii) to read: “(ii) the date, time, and location of the public hearing described in Subsection 59−2−919(8)(a)(i);”; (d) modify Subsection 59 −2−919.2(4)(a) to read:",2026-06-11T19:21:50
candidate_00327,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25788,public hearing,needs_human_review,“(a) who attends the public hearing described in Subsection,Subsection 59−2−919(8)(a)(i);”; (d) modify Subsection 59 −2−919.2(4)(a) to read: “(a) who attends the public hearing described in Subsection 59−2−919(8)(a)(i) of the taxing entity; or”; and (e) modify Subsection 59−2−919.2(6) to read:,2026-06-11T19:21:50
candidate_00328,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25797,public hearing,needs_human_review,"If this S.B. 65 and H.B. 67, Public Hearings on Property Tax Increases,","Section 22. Coordinating S.B. 65 with H.B. 67 −− Substantive and technical amendments. If this S.B. 65 and H.B. 67, Public Hearings on Property Tax Increases, both pass, it is the intent of the Legislature that the Office of Legislative Day 39 789 Friday, March 6, 2009",2026-06-11T19:21:50
candidate_00329,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25826,public hearing,needs_human_review,(I)  before a taxing entity conducts a public hearing at which the taxing,once each week for the two weeks [preceding the adoption of the final]: (I)  before a taxing entity conducts a public hearing at which the taxing entity’s annual budget is discussed; and (II) if a calendar year taxing entity provides the notice described in,2026-06-11T19:21:50
candidate_00330,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25837,public hearing,needs_human_review,(ii) If a taxing entity’s public hearing information is published by the,"purpose of hearing comments regarding any proposed increase and to explain the reasons for the proposed increase. (ii) If a taxing entity’s public hearing information is published by the county auditor in accordance with Section 59−2−919.2, the taxing entity is not subject to the requirement to run the advertisement twice, as",2026-06-11T19:21:50
candidate_00331,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25843,public hearing,needs_human_review,(A) before the taxing entity conducts a public hearing at which the taxing,Day 39790 SENATE JOURNAL during the week: (A) before the taxing entity conducts a public hearing at which the taxing entity’s annual budget is discussed; and (B) if a calendar year taxing entity provides the notice described in,2026-06-11T19:21:50
candidate_00332,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25870,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax,would increase its property tax budgeted revenue by ___% above last year’s property tax budgeted revenue excluding new growth. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING,2026-06-11T19:21:50
candidate_00333,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25872,public hearing,needs_human_review,PUBLIC HEARING,All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time:        (date) (time) Location:        (name of meeting place and address of meeting,2026-06-11T19:21:50
candidate_00334,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25906,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax increase.,and other sources will increase from $_______________ to $______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time),2026-06-11T19:21:50
candidate_00335,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25907,public hearing,needs_human_review,PUBLIC HEARING,$______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time: (date) (time) Location: (name of meeting place and address of meeting place),2026-06-11T19:21:50
candidate_00336,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25920,public hearing,needs_human_review,"“(ii) the date, time, and location of the public hearing described in","“advertisement”  with “notice”; (c) modify Subsection 59 −2−919.2(2)(b)(ii) to read: “(ii) the date, time, and location of the public hearing described in Subsection 59−2−919(8)(a)(i);”; (d) modify Subsection 59 −2−919.2(4)(a) to read:",2026-06-11T19:21:50
candidate_00337,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25923,public hearing,needs_human_review,“(a) who attends the public hearing described in Subsection,Subsection 59−2−919(8)(a)(i);”; (d) modify Subsection 59 −2−919.2(4)(a) to read: “(a) who attends the public hearing described in Subsection Day 39792 SENATE JOURNAL 59−2−919(8)(a)(i) of the taxing entity; or”; and,2026-06-11T19:21:50
candidate_00338,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25966,public hearing,needs_human_review,(I)  before a taxing entity conducts a public hearing at which the taxing,"(A)  be run once each week for the two weeks [preceding the adoption of the final]: (I)  before a taxing entity conducts a public hearing at which the taxing Day 39 793 Friday, March 6, 2009 entity’s annual budget is discussed; and",2026-06-11T19:21:50
candidate_00339,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,25981,public hearing,needs_human_review,(I) before a taxing entity conducts a public hearing at which the taxing,(ii) described in Subsection (6)(a)(ii) shall: (A) be published two weeks: (I) before a taxing entity conducts a public hearing at which the taxing entity’s annual budget is discussed; and (II) if a calendar year taxing entity provides the notice described in,2026-06-11T19:21:50
candidate_00340,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,26012,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax,"entity) business would increase from $________ to $_______, which is $______ per year. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING",2026-06-11T19:21:50
candidate_00341,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,26014,public hearing,needs_human_review,PUBLIC HEARING,All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time:               (date) (time) Location:                    (name of meeting place and address of meeting place),2026-06-11T19:21:50
candidate_00342,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,26040,public hearing,needs_human_review,All concerned citizens are invited to a public hearing on the tax increase.,(Name of taxing entity) property tax revenue from new growth and other sources will increase from $_______________ to $______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time:                   (date) (time),2026-06-11T19:21:50
candidate_00343,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,26041,public hearing,needs_human_review,PUBLIC HEARING,sources will increase from $_______________ to $______________. All concerned citizens are invited to a public hearing on the tax increase. PUBLIC HEARING Date/Time:                   (date) (time) Location:              (name of meeting place and address of meeting place),2026-06-11T19:21:50
candidate_00344,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,26900,public hearing,needs_human_review,"1st Sub. S.B. 65  Amendments to Property Tax Notice, Public Hearing,","On motion of Senator Stowell, the following substitute bill replaced the original bill: 1st Sub. S.B. 65  Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions (S. Stowell) Senator Stowell explained the bill and it passed on the following roll call:",2026-06-11T19:21:50
candidate_00345,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,33971,public hearing,needs_human_review,"NOTICE, PUBLIC HEARING, AND RESOLUTION PROVISIONS, by Senator","the President; and The House passed, 1st Sub. S.B. 65, AMENDMENTS TO PROPERTY TAX NOTICE, PUBLIC HEARING, AND RESOLUTION PROVISIONS, by Senator D. Stowell, which has been signed by the Speaker and it is transmitted for the signature of the President",2026-06-11T19:21:50
candidate_00346,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,36773,nuisance,needs_human_review,NUISANCES,"NEWS AGENCIES Utah Public Notice Website Amendments, Urquhart, S. SB 208 (P). . . . . . . . . NUISANCES Migratory Bird Production Areas, Oda, C. HB 164 (P). . . . . . . . . . . . . . . . . . . . Protections for Agricultural Practices, Morley, M. HB 27 (P). . . . . . . . . . . . . . .",2026-06-11T19:21:50
candidate_00347,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,37069,public hearing,needs_human_review,"Amendments to Property Tax Notice, Public Hearing, and","PROPERTY TAX Amendments to Property Tax, Bramble, C. SB 210 (P). . . . . . . . . . . . . . . . . . . Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions, Stowell, D. SB 65 (P). . . . . . . . . . . . . . . . . . . . . . . . Certified Tax Rate Amendments, Hunsaker, F. HB 23 (P). . . . . . . . . . . . . . . . . .",2026-06-11T19:21:50
candidate_00348,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,37096,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . .","Property Tax Relief Programs, Froerer, G. HB 83 (F). . . . . . . . . . . . . . . . . . . . . Property Taxation and Registration of Aircraft, Madsen, M. SB 157 (P). . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . . Public School Funding, Harper, W. HB 229 (F). . . . . . . . . . . . . . . . . . . . . . . . . . School Property Tax Equalization Amendments, Morgan, K. SB 46 (F). . . . . .",2026-06-11T19:21:50
candidate_00349,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,37510,public hearing,needs_human_review,"Amendments to Property Tax Notice, Public Hearing, and","Organizations or Facilities, Holdaway, K. HB 439 (F). . . . . . . . . . . . . . . . . . Amendments to Property Tax, Bramble, C. SB 210 (P). . . . . . . . . . . . . . . . . . . Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions, Stowell, D. SB 65 (P). . . . . . . . . . . . . . . . . . . . . . . . Amendments to Sales and Use Tax, Niederhauser, W. SB 189 (P). . . . . . . . . . .",2026-06-11T19:21:50
candidate_00350,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,37566,public hearing,needs_human_review,"Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . .","Property Tax Relief Programs, Froerer, G. HB 83 (F). . . . . . . . . . . . . . . . . . . . . Property Taxation and Registration of Aircraft, Madsen, M. SB 157 (P). . . . . . Public Hearings on Property Tax Increases, Froerer, G. HB 67 (P). . . . . . . . . . . Public School Funding, Harper, W. HB 229 (F). . . . . . . . . . . . . . . . . . . . . . . . . . Redistribution of Sales and Use Tax Revenues, V alentine, J. SB 235 (P). . . . . .",2026-06-11T19:21:50
candidate_00351,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,38759,public hearing,needs_human_review,"S.B. 65 −− AMENDMENTS TO PROPERTY TAX NOTICE, PUBLIC HEARING, AND","Transmitted to the House 619 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Enacting Clause Stricken 1039 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . S.B. 65 −− AMENDMENTS TO PROPERTY TAX NOTICE, PUBLIC HEARING, AND RESOLUTION PROVISIONS (D. Stowell) Read the first time by short title and referred to the Rules Committee. 397 . . . . . . . .",2026-06-11T19:21:50
candidate_00352,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,41226,public hearing,needs_human_review,H.B. 67 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer),Read the third time 413 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Signed by the President and returned to the House 413 . . . . . . . . . . . . . . . . . . . . . . . H.B. 67 −− PUBLIC HEARINGS ON PROPERTY TAX INCREASES (G. Froerer) Read for the first time and referred to the Rules Committee 169 . . . . . . . . . . . . . . . . Assigned to standing committee 189 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,2026-06-11T19:21:51
candidate_00353,10,Unknown,Public Concern / Needs Review,00004320.txt,archive/extracted_text/legacy/00004320.txt,43470,public hearing,needs_human_review,"Public Hearing, and Resolution Provisions D. Stowell","Final Action Index 1255 S.B. 65 Amendments to Property Tax Notice, Public Hearing, and Resolution Provisions D. Stowell Governor Signed on 3/24/2009 Effective Date: 5/12/2009",2026-06-11T19:21:51
